S.No,Party Name,Date,Due Date,Total Amount,Balance,Type,Status
3026,Business Partner 35,22/10/2024,30/12/2024,456122,7373.8,Sales Invoice,Pending
3027,Business Partner 03,21/05/2026,02/07/2026,419583,14228.49,Debit Note,Pending
3028,Business Partner 43,11/05/2026,19/07/2026,228095,222394.75,Debit Note,Partially Paid
3029,Business Partner 33,25/10/2024,15/01/2025,69151,20616.49,Debit Note,Partially Paid
3030,Business Partner 48,16/09/2025,20/11/2025,291214,183323.88,Purchase Order,Partially Paid
3031,Business Partner 23,07/04/2025,26/06/2025,287099,145712.76,Purchase Order,Overdue
3032,Business Partner 06,31/12/2024,22/01/2025,124354,111321.21,Credit Note,Overdue
3033,Business Partner 25,04/05/2025,29/05/2025,283732,218220.35,Sales Invoice,Paid
3034,Business Partner 40,07/04/2025,12/05/2025,200464,156411.62,Debit Note,Paid
3035,Business Partner 47,04/10/2025,27/12/2025,242909,120215.24,Debit Note,Overdue
3036,Business Partner 25,08/07/2025,27/07/2025,450327,280842.49,Credit Note,Order Overdue
3037,Business Partner 32,05/01/2026,24/01/2026,439852,366875.32,Payment,Order Overdue
3038,Business Partner 37,19/07/2024,20/09/2024,394092,15046.4,Debit Note,Partially Paid
3039,Business Partner 44,20/06/2025,20/06/2025,209977,135130.58,Sales Invoice,Partially Paid
3040,Business Partner 04,13/12/2025,16/01/2026,463957,13871.27,Payment,Overdue
3041,Business Partner 25,15/01/2026,04/04/2026,174999,119981.49,Debit Note,Paid
3042,Business Partner 02,20/11/2025,05/12/2025,89038,24894.77,Debit Note,Pending
3043,Business Partner 50,03/02/2026,18/03/2026,447945,167768.53,Payment,Pending
3044,Business Partner 34,06/02/2025,05/04/2025,312214,123033.24,Sales Invoice,Partially Paid
3045,Business Partner 40,28/10/2024,20/11/2024,335653,82780.35,Sales Invoice,Order Overdue
3046,Business Partner 48,12/08/2025,15/09/2025,414943,162402.62,Sales Invoice,Pending
3047,Business Partner 35,09/08/2025,22/08/2025,179355,72621.03,Payment,Paid
3048,Business Partner 44,27/11/2025,07/01/2026,98833,52681.97,Payment,Overdue
3049,Business Partner 12,17/12/2024,04/02/2025,88912,86122.65,Sales Invoice,Overdue
3050,Business Partner 38,14/08/2024,10/11/2024,117533,40352.02,Debit Note,Partially Paid
3051,Business Partner 07,16/08/2024,19/10/2024,56684,31739.27,Credit Note,Partially Paid
3052,Business Partner 24,27/01/2024,18/04/2024,257708,133733.7,Credit Note,Order Overdue
3053,Business Partner 21,17/01/2024,04/04/2024,169003,127764.22,Payment,Partially Paid
3054,Business Partner 15,08/01/2024,01/02/2024,161756,101603.43,Purchase Order,Order Overdue
3055,Business Partner 37,17/03/2024,31/03/2024,480136,231049.77,Credit Note,Pending
3056,Business Partner 04,22/07/2024,26/09/2024,437744,308472.12,Debit Note,Pending
3057,Business Partner 18,23/03/2026,27/03/2026,46094,38652.71,Sales Invoice,Overdue
3058,Business Partner 20,31/03/2024,11/05/2024,154957,70300.39,Payment,Partially Paid
3059,Business Partner 13,19/04/2024,16/05/2024,383170,66483.7,Debit Note,Pending
3060,Business Partner 27,02/05/2025,08/07/2025,52054,12396.6,Credit Note,Overdue
3061,Business Partner 21,16/02/2024,18/02/2024,326462,86758.72,Sales Invoice,Paid
3062,Business Partner 19,27/02/2026,10/03/2026,19450,15099.69,Sales Invoice,Overdue
3063,Business Partner 25,22/09/2025,28/11/2025,498011,496812.53,Debit Note,Order Overdue
3064,Business Partner 31,28/07/2025,04/08/2025,318231,233104.77,Sales Invoice,Overdue
3065,Business Partner 01,05/10/2024,20/11/2024,69039,16224.85,Debit Note,Order Overdue
3066,Business Partner 36,27/05/2026,10/07/2026,211865,34489.4,Sales Invoice,Partially Paid
3067,Business Partner 36,08/04/2026,01/06/2026,219147,12791.43,Payment,Order Overdue
3068,Business Partner 33,01/03/2025,27/04/2025,283546,125384.46,Payment,Pending
3069,Business Partner 09,19/05/2025,17/08/2025,178151,90894.13,Payment,Order Overdue
3070,Business Partner 41,13/12/2024,26/02/2025,222230,214348.7,Payment,Order Overdue
3071,Business Partner 19,01/07/2024,03/09/2024,68579,20885.17,Debit Note,Paid
3072,Business Partner 06,11/04/2026,08/07/2026,225451,222156.28,Purchase Order,Pending
3073,Business Partner 01,10/02/2024,15/02/2024,82759,66341.39,Payment,Pending
3074,Business Partner 38,24/10/2025,22/11/2025,39140,37514.18,Sales Invoice,Paid
3075,Business Partner 21,08/06/2026,18/07/2026,37303,7771.85,Payment,Partially Paid
3076,Business Partner 31,04/02/2024,10/04/2024,108002,68410.39,Credit Note,Order Overdue
3077,Business Partner 48,05/07/2024,30/09/2024,53622,15223.79,Payment,Order Overdue
3078,Business Partner 34,23/09/2025,11/11/2025,203283,119211.96,Credit Note,Pending
3079,Business Partner 32,20/05/2026,16/08/2026,492075,109282.73,Credit Note,Overdue
3080,Business Partner 47,26/10/2024,16/01/2025,217677,32587.27,Purchase Order,Pending
3081,Business Partner 24,16/05/2026,20/07/2026,388316,273251.88,Payment,Partially Paid
3082,Business Partner 14,12/03/2024,18/05/2024,115524,93041.27,Sales Invoice,Order Overdue
3083,Business Partner 07,24/01/2026,10/02/2026,100836,84333.05,Sales Invoice,Pending
3084,Business Partner 39,26/05/2024,16/08/2024,4714,2955.26,Debit Note,Paid
3085,Business Partner 04,21/01/2025,22/01/2025,465247,41802.9,Sales Invoice,Overdue
3086,Business Partner 17,16/05/2025,05/06/2025,107932,77446.02,Credit Note,Partially Paid
3087,Business Partner 02,29/06/2025,20/07/2025,403094,190123.62,Debit Note,Paid
3088,Business Partner 43,11/04/2025,03/05/2025,413574,74718.43,Payment,Overdue
3089,Business Partner 30,24/11/2024,27/12/2024,392552,382069.3,Debit Note,Partially Paid
3090,Business Partner 31,18/05/2024,05/07/2024,82136,70861.83,Purchase Order,Partially Paid
3091,Business Partner 10,25/09/2025,06/10/2025,268873,219579.98,Credit Note,Overdue
3092,Business Partner 43,21/07/2025,20/08/2025,383497,39212.55,Purchase Order,Order Overdue
3093,Business Partner 12,05/01/2026,02/03/2026,64402,41566.36,Sales Invoice,Paid
3094,Business Partner 30,04/12/2025,31/12/2025,104977,46494.14,Sales Invoice,Order Overdue
3095,Business Partner 42,19/08/2025,11/09/2025,440280,407737.64,Payment,Pending
3096,Business Partner 12,07/06/2024,19/08/2024,298205,271259.65,Sales Invoice,Overdue
3097,Business Partner 11,13/04/2024,06/06/2024,420117,137359.23,Debit Note,Paid
3098,Business Partner 41,06/11/2024,06/12/2024,291002,160242.85,Sales Invoice,Pending
3099,Business Partner 21,30/10/2025,15/12/2025,369296,356057.29,Debit Note,Order Overdue
3100,Business Partner 14,23/11/2024,02/02/2025,493671,152080.99,Credit Note,Paid
3101,Business Partner 32,12/01/2026,04/04/2026,243759,179678.4,Credit Note,Pending
3102,Business Partner 11,07/04/2026,27/05/2026,152961,37802.06,Purchase Order,Order Overdue
3103,Business Partner 22,24/09/2024,26/10/2024,303833,246336.7,Credit Note,Order Overdue
3104,Business Partner 46,12/01/2026,26/01/2026,95613,85408.41,Debit Note,Order Overdue
3105,Business Partner 29,03/01/2024,26/01/2024,300391,52367.33,Purchase Order,Pending
3106,Business Partner 04,05/12/2024,05/01/2025,350553,315873.7,Credit Note,Order Overdue
3107,Business Partner 32,06/01/2026,20/01/2026,113321,55564.4,Payment,Pending
3108,Business Partner 38,25/07/2025,29/09/2025,128416,16779.9,Purchase Order,Paid
3109,Business Partner 09,23/03/2026,08/05/2026,209211,152557.31,Purchase Order,Order Overdue
3110,Business Partner 13,26/06/2024,30/06/2024,464141,20638.31,Debit Note,Overdue
3111,Business Partner 39,10/04/2026,06/07/2026,464903,216459.77,Debit Note,Order Overdue
3112,Business Partner 37,24/03/2025,07/05/2025,359401,75684.72,Payment,Order Overdue
3113,Business Partner 23,08/07/2024,07/08/2024,335195,179325.83,Purchase Order,Paid
3114,Business Partner 13,18/01/2024,22/02/2024,159389,37661.6,Credit Note,Paid
3115,Business Partner 37,25/05/2026,06/08/2026,169157,18519.45,Purchase Order,Partially Paid
3116,Business Partner 11,03/08/2024,15/10/2024,472093,438355.98,Purchase Order,Paid
3117,Business Partner 50,01/06/2024,22/08/2024,303612,50848.96,Debit Note,Partially Paid
3118,Business Partner 43,25/01/2024,05/02/2024,159749,31764.41,Payment,Order Overdue
3119,Business Partner 13,28/02/2024,16/05/2024,432619,84937.22,Purchase Order,Order Overdue
3120,Business Partner 27,26/04/2025,06/05/2025,111319,76450.94,Credit Note,Paid
3121,Business Partner 39,27/04/2024,15/05/2024,209571,10146.69,Sales Invoice,Pending
3122,Business Partner 08,31/07/2024,20/08/2024,62907,54523.44,Credit Note,Overdue
3123,Business Partner 30,09/02/2026,04/05/2026,74208,3970.38,Debit Note,Paid
3124,Business Partner 08,25/04/2024,12/06/2024,212128,22168.55,Sales Invoice,Paid
3125,Business Partner 08,24/09/2025,28/09/2025,235089,31968.99,Payment,Order Overdue
3126,Business Partner 49,24/03/2025,24/04/2025,104783,96974.88,Sales Invoice,Paid
3127,Business Partner 19,08/08/2025,01/09/2025,227203,86401.58,Sales Invoice,Order Overdue
3128,Business Partner 01,07/11/2025,29/11/2025,239731,155975.35,Payment,Order Overdue
3129,Business Partner 07,02/06/2024,08/07/2024,93346,9377.42,Payment,Paid
3130,Business Partner 36,30/11/2025,19/01/2026,328862,172592.16,Payment,Paid
3131,Business Partner 37,11/11/2025,22/12/2025,71587,10747.22,Payment,Overdue
3132,Business Partner 09,18/01/2024,02/04/2024,102530,71835.15,Payment,Partially Paid
3133,Business Partner 47,24/01/2025,01/02/2025,425916,316077.4,Purchase Order,Pending
3134,Business Partner 46,13/11/2025,24/01/2026,313581,108260.32,Debit Note,Overdue
3135,Business Partner 02,05/03/2026,17/03/2026,120990,117225.46,Purchase Order,Pending
3136,Business Partner 18,14/07/2024,06/09/2024,491297,176383.52,Payment,Order Overdue
3137,Business Partner 24,31/01/2025,11/03/2025,400807,370353.7,Sales Invoice,Paid
3138,Business Partner 17,17/03/2024,05/04/2024,14445,2034.52,Credit Note,Paid
3139,Business Partner 28,06/05/2024,21/06/2024,323044,52318.22,Sales Invoice,Order Overdue
3140,Business Partner 32,11/10/2024,18/10/2024,88216,52847.28,Purchase Order,Overdue
3141,Business Partner 47,08/01/2026,18/01/2026,227084,96782.95,Debit Note,Paid
3142,Business Partner 27,21/08/2024,06/09/2024,67313,57889.91,Debit Note,Paid
3143,Business Partner 22,23/11/2024,26/12/2024,454013,72005.76,Purchase Order,Pending
3144,Business Partner 45,28/12/2025,02/02/2026,17978,4489.06,Purchase Order,Paid
3145,Business Partner 40,06/01/2025,26/02/2025,261249,147456.32,Credit Note,Partially Paid
3146,Business Partner 28,16/03/2026,24/04/2026,327582,21254.3,Credit Note,Order Overdue
3147,Business Partner 44,08/03/2026,21/04/2026,196019,55873.96,Sales Invoice,Pending
3148,Business Partner 17,06/05/2025,19/05/2025,72753,60877.54,Payment,Overdue
3149,Business Partner 28,03/01/2024,17/01/2024,24133,13392.4,Purchase Order,Order Overdue
3150,Business Partner 08,09/02/2024,06/03/2024,14969,12066.46,Credit Note,Order Overdue
3151,Business Partner 15,12/04/2024,08/06/2024,210001,57995.97,Purchase Order,Overdue
3152,Business Partner 11,09/03/2025,14/05/2025,23346,12708.92,Debit Note,Paid
3153,Business Partner 47,17/11/2025,02/01/2026,235755,25320.59,Debit Note,Paid
3154,Business Partner 47,20/04/2024,02/06/2024,370258,22512.59,Purchase Order,Pending
3155,Business Partner 33,13/02/2024,05/04/2024,238483,24245.72,Purchase Order,Overdue
3156,Business Partner 46,22/08/2024,03/10/2024,42789,41452.93,Payment,Partially Paid
3157,Business Partner 34,09/10/2024,10/12/2024,158410,31601.93,Credit Note,Pending
3158,Business Partner 08,21/12/2025,15/01/2026,13997,243.96,Credit Note,Pending
3159,Business Partner 23,28/06/2025,03/09/2025,355610,126360.15,Credit Note,Overdue
3160,Business Partner 39,16/09/2024,18/11/2024,16562,3387.95,Debit Note,Paid
3161,Business Partner 22,22/07/2024,15/10/2024,422345,368355.84,Sales Invoice,Order Overdue
3162,Business Partner 26,09/06/2024,04/08/2024,484377,123138.87,Credit Note,Overdue
3163,Business Partner 28,22/04/2026,11/05/2026,42383,14971.11,Purchase Order,Order Overdue
3164,Business Partner 16,30/04/2026,17/05/2026,367727,313946.79,Purchase Order,Paid
3165,Business Partner 04,29/09/2024,19/11/2024,218476,92975.42,Payment,Partially Paid
3166,Business Partner 41,26/08/2025,29/08/2025,396887,26913.4,Purchase Order,Paid
3167,Business Partner 29,25/08/2025,26/10/2025,350457,163789.1,Payment,Paid
3168,Business Partner 02,05/02/2026,29/04/2026,138727,81233.62,Debit Note,Order Overdue
3169,Business Partner 05,20/04/2026,01/07/2026,398036,278598.88,Payment,Order Overdue
3170,Business Partner 01,18/11/2024,19/12/2024,351072,350189.05,Purchase Order,Partially Paid
3171,Business Partner 12,13/02/2024,16/03/2024,321108,195506.35,Purchase Order,Order Overdue
3172,Business Partner 20,24/10/2025,08/01/2026,431813,214570.4,Credit Note,Order Overdue
3173,Business Partner 34,19/05/2025,08/08/2025,118273,76644.09,Sales Invoice,Overdue
3174,Business Partner 38,25/03/2025,20/06/2025,64060,52123.4,Credit Note,Order Overdue
3175,Business Partner 36,06/02/2026,15/03/2026,54506,22395.82,Credit Note,Paid
3176,Business Partner 10,09/08/2024,10/10/2024,151289,144109.79,Credit Note,Overdue
3177,Business Partner 37,29/09/2024,30/10/2024,123315,102464.46,Payment,Overdue
3178,Business Partner 12,03/08/2024,30/10/2024,271211,181638.55,Debit Note,Partially Paid
3179,Business Partner 38,05/08/2025,19/08/2025,321102,143233.32,Purchase Order,Paid
3180,Business Partner 46,22/04/2026,25/05/2026,87582,77372.13,Sales Invoice,Paid
3181,Business Partner 14,23/04/2025,29/04/2025,271307,125002.47,Debit Note,Pending
3182,Business Partner 07,01/04/2024,23/05/2024,29795,25058.41,Purchase Order,Partially Paid
3183,Business Partner 07,20/05/2026,28/07/2026,495778,482510.73,Purchase Order,Pending
3184,Business Partner 24,01/12/2025,28/02/2026,394701,242823.8,Debit Note,Order Overdue
3185,Business Partner 33,09/03/2026,22/05/2026,236185,212763.11,Purchase Order,Paid
3186,Business Partner 29,23/01/2024,31/03/2024,265057,165915.26,Payment,Order Overdue
3187,Business Partner 02,14/04/2026,23/04/2026,287585,266900.66,Payment,Partially Paid
3188,Business Partner 35,21/05/2024,10/06/2024,398322,47895.39,Payment,Order Overdue
3189,Business Partner 33,25/01/2026,23/02/2026,300414,295263.7,Debit Note,Partially Paid
3190,Business Partner 29,12/01/2024,21/03/2024,91479,5645.58,Purchase Order,Partially Paid
3191,Business Partner 35,17/02/2024,10/04/2024,249673,79944.83,Purchase Order,Pending
3192,Business Partner 13,24/01/2025,06/04/2025,45631,13669.02,Credit Note,Paid
3193,Business Partner 49,25/10/2025,18/01/2026,45057,42089.94,Debit Note,Overdue
3194,Business Partner 44,16/04/2026,30/06/2026,142775,113001.17,Debit Note,Overdue
3195,Business Partner 36,31/05/2025,19/06/2025,243933,177145.47,Credit Note,Order Overdue
3196,Business Partner 43,18/05/2026,18/07/2026,349433,222025.74,Payment,Paid
3197,Business Partner 38,29/12/2024,27/01/2025,375017,44219.75,Purchase Order,Order Overdue
3198,Business Partner 28,25/04/2024,09/06/2024,224949,9902.52,Debit Note,Pending
3199,Business Partner 12,14/05/2025,19/06/2025,354471,316813.0,Debit Note,Order Overdue
3200,Business Partner 15,07/12/2024,24/01/2025,186620,19970.0,Credit Note,Order Overdue
3201,Business Partner 43,17/11/2025,07/02/2026,209749,38116.69,Purchase Order,Order Overdue
3202,Business Partner 27,19/12/2025,10/03/2026,149394,124756.93,Credit Note,Overdue
3203,Business Partner 35,11/09/2024,14/10/2024,491501,300702.25,Purchase Order,Partially Paid
3204,Business Partner 29,07/06/2025,16/07/2025,80528,5214.99,Purchase Order,Pending
3205,Business Partner 36,12/12/2024,25/12/2024,203341,28943.5,Payment,Order Overdue
3206,Business Partner 49,05/09/2024,24/11/2024,214191,58949.05,Debit Note,Pending
3207,Business Partner 01,29/05/2025,10/08/2025,414843,323023.84,Payment,Order Overdue
3208,Business Partner 26,29/06/2025,26/09/2025,264092,60200.32,Purchase Order,Overdue
3209,Business Partner 09,21/09/2024,10/11/2024,252408,38199.1,Debit Note,Overdue
3210,Business Partner 39,12/08/2025,20/08/2025,223777,4935.36,Purchase Order,Paid
3211,Business Partner 20,16/03/2024,12/04/2024,435999,49244.43,Sales Invoice,Partially Paid
3212,Business Partner 43,12/02/2026,29/04/2026,336595,274278.94,Sales Invoice,Overdue
3213,Business Partner 07,26/08/2024,22/09/2024,250094,179996.27,Purchase Order,Partially Paid
3214,Business Partner 12,11/09/2024,16/09/2024,482480,122797.2,Debit Note,Order Overdue
3215,Business Partner 07,14/02/2025,28/03/2025,409818,340173.03,Purchase Order,Pending
3216,Business Partner 24,12/10/2024,19/11/2024,260832,37727.93,Purchase Order,Order Overdue
3217,Business Partner 07,15/03/2025,24/04/2025,341937,10793.51,Sales Invoice,Partially Paid
3218,Business Partner 18,29/01/2024,10/04/2024,219308,88176.02,Purchase Order,Overdue
3219,Business Partner 49,28/01/2026,30/03/2026,471063,429399.39,Purchase Order,Order Overdue
3220,Business Partner 09,17/12/2025,19/01/2026,312713,168314.69,Debit Note,Paid
3221,Business Partner 35,08/07/2025,08/07/2025,455190,182396.74,Debit Note,Pending
3222,Business Partner 07,05/10/2024,15/10/2024,233181,63161.76,Debit Note,Paid
3223,Business Partner 15,09/05/2026,19/06/2026,327394,60472.28,Credit Note,Overdue
3224,Business Partner 17,13/07/2025,05/09/2025,324206,215003.03,Debit Note,Pending
3225,Business Partner 45,18/08/2025,07/10/2025,366155,226483.38,Credit Note,Partially Paid
3226,Business Partner 33,25/01/2025,07/04/2025,164761,113469.11,Purchase Order,Partially Paid
3227,Business Partner 22,25/08/2025,27/09/2025,165393,132906.39,Purchase Order,Paid
3228,Business Partner 08,20/09/2025,07/10/2025,379735,227502.33,Sales Invoice,Paid
3229,Business Partner 44,10/03/2026,10/05/2026,190433,46922.03,Credit Note,Paid
3230,Business Partner 23,26/04/2024,05/05/2024,249764,19633.03,Purchase Order,Pending
3231,Business Partner 39,04/07/2025,13/09/2025,424364,167575.3,Credit Note,Partially Paid
3232,Business Partner 16,24/02/2025,25/05/2025,340538,42827.09,Debit Note,Order Overdue
3233,Business Partner 17,01/12/2024,17/01/2025,315307,17597.71,Credit Note,Paid
3234,Business Partner 04,26/01/2024,11/04/2024,344966,224685.79,Payment,Pending
3235,Business Partner 20,27/06/2025,09/09/2025,132186,23651.72,Payment,Overdue
3236,Business Partner 25,29/11/2025,03/01/2026,412837,372804.04,Debit Note,Order Overdue
3237,Business Partner 28,17/03/2025,19/05/2025,216199,10810.46,Credit Note,Partially Paid
3238,Business Partner 11,15/01/2024,23/02/2024,166018,70323.68,Payment,Overdue
3239,Business Partner 49,29/03/2025,11/05/2025,282814,252401.2,Debit Note,Overdue
3240,Business Partner 20,25/02/2026,06/04/2026,116727,22445.15,Debit Note,Order Overdue
3241,Business Partner 02,11/03/2025,27/03/2025,128148,109827.62,Payment,Partially Paid
3242,Business Partner 26,15/06/2026,02/08/2026,411663,53848.04,Sales Invoice,Overdue
